Date (UTC),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (AT),Day Ahead Auction (BE),Day Ahead Auction (BG),Day Ahead Auction (CZ),Day Ahead Auction (DE-LU),Day Ahead Auction (DK1),Day Ahead Auction (DK2),Day Ahead Auction (EE),Day Ahead Auction (ES),Day Ahead Auction (FI),Day Ahead Auction (FR),Day Ahead Auction (GR),Day Ahead Auction (HR),Day Ahead Auction (HU),Day Ahead Auction (IE(SEM)),Day Ahead Auction (IT-Calabria),Day Ahead Auction (IT-Centre-North),Day Ahead Auction (IT-Centre-South),Day Ahead Auction (IT-North),Day Ahead Auction (IT-SACOAC),Day Ahead Auction (IT-SACODC),Day Ahead Auction (IT-Sardinia),Day Ahead Auction (IT-Sicily),Day Ahead Auction (IT-South),Day Ahead Auction (LT),Day Ahead Auction (LV),Day Ahead Auction (NL),Day Ahead Auction (PL),Day Ahead Auction (PT),Day Ahead Auction (RO),Day Ahead Auction (SE1),Day Ahead Auction (SE2),Day Ahead Auction (SE3),Day Ahead Auction (SE4),Day Ahead Auction (SI),Day Ahead Auction (SK)
2024-01-19T09:00+00:00,84052.69,124780.05,162900.86,96.48,104.92,95.01,95.94,95.15,95.15,95.85,95.85,81,95.85,100.51,95.01,96.21,96.26,110,98.34,101.56,98.34,101.56,98.34,101.56,98.34,98.34,98.34,95.85,95.85,87.53,108.95,81,95.01,68.32,68.32,95.85,95.85,96.44,96.13
2024-01-19T10:00+00:00,84021.79,122291.28,166942.41,86.77,89.36,86.7,86.6,86.36,86.36,86.56,86.56,78,86.56,88,86.7,86.76,86.68,91.94,90.42,99.14,90.42,99.14,90.42,99.14,90.42,90.42,90.42,86.56,86.56,84,104.46,78,86.7,72.13,72.13,86.56,86.56,86.79,86.65
2024-01-19T11:00+00:00,84089.82,117940.37,169153.86,77.99,82.74,78.17,77.62,76.83,76.83,78.72,78.72,78.74,78.72,80.12,78.17,78.15,78.12,82.06,90.42,92.14,90.42,92.14,90.42,92.14,90.42,90.42,90.42,78.72,78.72,72.21,103.55,78.74,78.17,74.59,74.59,78.72,78.72,78.14,78.17
2024-01-19T12:00+00:00,84187.95,114521.64,168862.28,73.72,73.38,74.17,73.72,73.35,73.35,75.15,75.15,70.83,75.15,73.41,74.17,73.99,74.14,83.6,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,75.15,75.15,73.36,106.68,70.83,74.17,75.15,75.15,75.15,75.15,73.91,74.28
2024-01-19T13:00+00:00,84409.65,114208.07,165153.74,75.55,75.24,75.99,75.56,75.21,75.21,76.91,76.91,61.13,76.91,75.27,75.99,75.81,75.96,76.26,95.63,95.63,95.63,95.63,95.63,95.63,95.63,95.63,95.63,76.91,76.91,75.22,113.35,61.13,75.99,76.91,76.91,76.91,76.91,75.74,76.09
2024-01-19T14:00+00:00,84457.79,118676.51,158840.6,84.9,81.07,93.46,84.93,77.45,77.45,86.95,90.58,60.14,90.58,80.53,93.46,90.1,92.93,77.31,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,90.58,90.58,73.04,111.52,60.14,93.46,80.16,80.16,86.95,86.95,88.72,95.4
2024-01-19T15:00+00:00,84438.05,121857.17,153316.63,90.94,85.26,98.89,91.21,84.69,84.69,104.6,104.6,63,104.6,85.84,98.89,95.78,98.51,78.42,101.36,101.36,101.36,101.36,101.36,101.36,101.36,101.36,101.36,104.6,104.6,84.9,115.76,63,98.89,89.73,89.73,104.6,104.6,94.51,100.78
2024-01-19T16:00+00:00,84252.54,123698.79,153248.1,98.04,93.99,106.93,98.08,93.6,93.6,114.77,114.77,69.18,114.77,94.42,106.93,102.02,103.17,90.82,107.67,107.67,107.67,107.67,107.67,107.67,107.67,107.67,107.67,114.77,114.77,93.75,114.77,69.18,106.93,106.59,106.59,114.77,114.77,100.73,104.44
2024-01-19T17:00+00:00,84423.73,124985.43,154483.38,96.7,97.83,107.17,96.24,91.7,88.05,108.49,108.49,80.5,108.49,95.62,107.17,100.7,101.05,92.98,107.17,107.17,107.17,107.17,107.17,107.17,107.17,107.17,107.17,108.49,108.49,87.9,111.09,80.5,107.17,108.49,108.49,108.49,108.49,99.26,101.96
2024-01-19T18:00+00:00,84458.14,123489.54,154372.86,91.77,99.44,98.1,90.34,82.23,77.37,85.1,106.05,84.2,106.05,93.52,98.1,95.75,97.7,85.36,106.95,106.95,106.95,106.95,106.95,106.95,106.95,106.95,106.95,106.05,106.05,74.9,112.49,84.2,98.1,85.1,85.1,85.1,85.1,94.75,99.47
2024-01-19T19:00+00:00,84500.21,117452.86,153321.4,83.02,87.04,97.91,81.63,74,74,75.82,91.77,82.88,91.77,82.88,97.91,88.72,89.08,80.81,99.03,99.03,99.03,99.03,99.03,99.03,99.03,99.03,99.03,91.77,91.77,72.95,103.72,82.88,97.91,75.82,75.82,75.82,75.82,86.66,90.4
2024-01-19T20:00+00:00,84620.63,108901.67,149564.76,74.47,85.89,74.38,73.24,71.12,71.12,73.01,79.98,80.5,79.98,80.5,74.38,74.59,74.27,75.64,98.49,98.49,98.49,98.49,98.49,98.49,98.49,98.49,98.49,79.98,79.98,71.12,85.08,80.5,74.38,73.01,73.01,73.01,73.01,74.68,74.2
2024-01-19T21:00+00:00,84638.43,99656.99,146286.71,73.92,85.25,79.13,73.94,68.64,68.64,70.69,74.97,74.4,74.97,82.03,79.14,77.82,82.09,69.93,96,96,96,96,96,96,96,96,96,74.97,74.97,68.64,79.33,74.4,79.13,70.69,70.69,70.69,70.69,76.35,77.47
2024-01-19T22:00+00:00,84309.06,91412.93,145487.81,68.16,81.64,67.35,66.67,64.75,64.75,66.69,66.69,61,66.69,75.28,67.35,67.88,67.25,52,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,66.69,66.69,64.75,77.1,61,67.35,66.69,66.69,66.69,66.69,68.1,66.93
2024-01-19T23:00+00:00,83202.23,82708.29,145444.64,70.1,87.07,69.13,68.33,66,66,67.62,67.62,73.75,67.62,78.97,69.13,69.8,69.01,47.3,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,67.62,67.62,66,68.39,73.75,69.13,67.62,67.62,67.62,67.62,70.05,68.63
2024-01-20T00:00+00:00,81794.51,78734.58,144449.4,64.55,68.7,64.27,64.06,63.45,63.45,65.01,65.01,63.92,65.01,66.79,85.4,64.45,64.24,15,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,65.01,65.01,67.51,63.81,63.92,64.27,65.01,65.01,65.01,65.01,64.52,64.13
2024-01-20T01:00+00:00,81634.41,77580.7,140983.91,65.75,75,65.23,64.79,63.54,63.54,65.1,65.1,63.81,65.1,70.58,77.75,65.58,65.16,15,77.75,77.75,77.75,77.75,77.75,77.75,77.75,77.75,77.75,65.1,65.1,63.54,64.36,63.81,65.23,65.1,65.1,65.1,65.1,65.72,64.96
2024-01-20T02:00+00:00,81435.36,76129.8,138372.33,62.98,68.7,62.71,62.44,61.82,61.82,63.34,63.34,63.81,63.34,66.09,62.71,62.92,62.67,6.41,76.93,76.93,76.93,76.93,76.93,76.93,76.93,76.93,76.93,63.34,63.34,61.82,62.24,63.81,62.71,63.34,63.34,63.34,63.34,63,62.55
2024-01-20T03:00+00:00,80869.99,76060.67,137953.52,62.35,64.79,62.23,62.12,61.85,61.85,63.37,63.37,63.68,63.37,63.68,76.93,62.32,62.22,5.32,76.93,76.93,76.93,76.93,76.93,76.93,76.93,76.93,76.93,63.37,63.37,61.85,62.03,63.68,62.23,63.37,63.37,63.37,63.37,62.36,62.17
2024-01-20T04:00+00:00,80981.57,76380.27,137327.67,62.95,68.7,62.67,62.39,61.75,61.75,61.75,68.91,66.1,68.91,66.1,76.93,62.88,62.62,11.11,76.93,76.93,76.93,76.93,76.93,76.93,76.93,76.93,76.93,68.91,68.91,61.75,62.17,66.1,62.67,63.26,63.26,63.26,63.26,62.96,62.5
2024-01-20T05:00+00:00,80962.12,78809.88,137576.82,65.04,75.1,64.46,63.99,62.59,62.59,64.45,74.29,70.3,74.29,70.3,85.66,64.85,64.39,28.1,87.37,87.37,87.37,87.37,87.37,87.37,87.37,87.37,87.37,74.29,74.29,62.59,63.83,70.3,64.46,64.45,64.45,64.45,64.45,65.01,64.17
2024-01-20T06:00+00:00,81069.31,83840.55,139364.23,69.83,81.6,69.15,68.59,66.9,66.9,68.55,83.49,75.93,83.49,75.93,69.15,69.6,69.07,34,96.07,96.07,96.07,96.07,96.07,96.07,96.07,96.07,96.07,83.49,83.49,66.9,68.02,75.93,69.15,67.48,67.48,68.55,68.55,69.79,68.81
2024-01-20T07:00+00:00,81200.22,89384.46,142640.9,77.88,89.92,85.65,76.63,74.82,74.82,74.82,95.87,84.09,95.87,84.09,85.65,77.65,77.12,58.32,100,100,100,100,100,100,100,100,100,95.87,95.87,74.82,76.06,84.09,77.19,70.84,70.84,74.82,74.82,77.85,76.85
2024-01-20T08:00+00:00,81265.67,91548.01,150708.37,81.68,94.94,99,79.94,77.9,77.9,78.85,99.71,88.31,99.71,88.31,99,81.1,80.49,71,99,99,99,99,99,99,99,99,99,99.71,99.71,77.9,79.32,88.31,80.57,75.08,75.08,78.85,78.85,81.31,80.19
2024-01-20T09:00+00:00,81324.04,89306.95,163346.43,75.6,89.64,95.92,73.95,71.8,71.8,73.57,99.86,82.85,99.86,82.85,95.92,75.19,74.52,77.55,95.92,95.92,95.92,95.92,95.92,95.92,95.92,95.92,95.92,99.86,99.86,71.8,73.78,82.85,74.61,73.57,73.57,73.57,73.57,75.41,74.21
2024-01-20T10:00+00:00,80547.63,86027.69,174744.34,72.7,80.3,100,71.92,70.77,70.77,72.51,95.87,76.64,95.87,76.64,100,72.56,72.23,74.37,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,95.87,95.87,69.6,73.78,76.64,72.28,72.51,72.51,72.51,72.51,72.69,72.06
2024-01-20T11:00+00:00,80697.48,82896.55,180412.81,69.98,79.06,96.43,69.09,67.73,67.73,69.75,95.88,74.65,95.88,74.65,96.43,69.82,69.45,73.87,82.88,82.88,82.88,82.88,82.88,82.88,82.88,82.88,82.88,95.88,95.88,64.89,75.46,74.65,69.5,69.75,69.75,69.75,69.75,69.98,69.25
2024-01-20T12:00+00:00,81208.45,79591.32,180078.83,69.06,70.51,90,68.97,68.78,68.78,70.79,95.81,69.84,95.81,69.84,90,69.07,69.02,70.4,77.75,77.75,77.75,77.75,77.75,77.75,77.75,77.75,77.75,95.81,95.81,66.9,79.38,69.84,69.03,67.48,67.48,70.79,70.79,69.09,68.99
2024-01-20T13:00+00:00,81549.36,79639.88,171158.54,73.39,73.42,97.86,73.39,73.39,73.39,73.39,91,73.41,91,73.41,97.86,73.4,73.39,68.49,78.65,78.65,78.65,78.65,78.65,78.65,78.65,78.65,78.65,91,91,73.37,80.48,73.41,73.41,62.86,62.86,73.39,73.39,73.4,73.39
2024-01-20T14:00+00:00,81546.25,83351.27,157805.48,79.38,79.17,90.85,79.02,79.11,79.11,79.11,95.88,79.21,95.88,79.21,90.85,81.4,79.04,65.5,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85,95.88,95.88,79.14,92.83,79.21,90.42,57.33,57.33,79.11,79.11,80.08,78.22
2024-01-20T15:00+00:00,81535.88,91866.44,145261.7,87.63,87.89,99.99,85.88,87.8,87.8,90.05,102.01,87.97,102.01,87.97,99.99,93.48,101.96,65.42,96.07,96.07,96.07,96.07,96.07,96.07,96.07,96.07,96.07,102.01,102.01,87.86,97.41,87.97,99.99,47.74,47.74,90.05,90.05,90.15,90.94
2024-01-20T16:00+00:00,81666.56,95564.72,143580.62,94.7,95,105,93.36,94.93,94.93,97.27,97.4,95.07,97.4,95.07,105,99.48,106.52,80.47,105,105,105,105,105,105,105,105,105,97.4,97.4,94.98,97.4,95.07,105,44.91,44.91,97.27,97.27,96.85,97.42
2024-01-20T17:00+00:00,81758.16,98586.52,141843.36,99.99,99.91,104.96,99.07,99.87,99.87,101.11,101.11,99.94,101.11,99.94,104.96,102.18,105.75,88.55,105,105,105,105,105,105,105,105,105,101.11,101.11,99.89,101.11,99.94,104.96,43.87,43.87,101.11,101.11,100.84,101.09
2024-01-20T18:00+00:00,81728.4,98225.14,144327.48,92.39,91.65,93.23,92.56,91.57,91.57,91.57,95,99.58,91.57,91.75,93.23,92.91,93.2,88.85,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,95,95,91.57,95,99.58,93.23,43.04,43.04,91.57,91.57,92.76,93.39
2024-01-20T19:00+00:00,81810.5,96518.93,144981.57,85.65,84.5,88.97,86.14,81.97,80,80,95.97,99.94,80,83.93,88.97,87.71,88.81,82.4,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,95.97,95.97,80,95.97,99.94,88.97,41.7,41.7,80,80,87.1,89.6
2024-01-20T20:00+00:00,81780,92424.04,142014.86,76.13,75.75,76.44,76.15,75.74,73.39,73.39,77.2,99.58,73.39,75.8,76.44,76.3,76.42,80.55,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,77.2,77.2,75.72,95.08,99.58,76.44,39.45,39.45,73.39,73.39,76.23,76.52
2024-01-20T21:00+00:00,81724.93,87841.06,140678.67,75.61,80.08,75.43,75.25,74.68,70.42,70.42,75.11,94.46,70.42,77.88,75.43,75.58,75.41,77.9,81.23,81.23,81.23,81.23,81.23,81.23,81.23,81.23,81.23,75.11,75.11,70.42,100.58,94.46,75.43,37.12,37.12,70.42,70.42,75.65,75.32
2024-01-20T22:00+00:00,81767.4,82637.54,139681.32,69.13,69.13,69.13,69.13,69.13,66.99,66.99,69.13,85.78,66.99,69.13,69.13,69.13,69.13,73.48,76.93,76.93,76.93,76.93,76.93,76.93,76.93,76.93,76.93,69.13,69.13,69.13,83.27,85.78,69.13,35.78,35.78,66.99,66.99,69.13,69.13
2024-01-20T23:00+00:00,81857.68,71853.13,138577.9,68.67,70.35,69.54,68.49,66.83,59.7,59.7,71.73,69.07,34.78,69.07,69.54,69.18,69.48,77.91,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.4,71.73,71.73,62.5,71.73,69.07,69.54,34.78,34.78,59.7,59.7,69.02,69.72
2024-01-21T00:00+00:00,81801.06,66503.44,139498.21,57.83,58.07,57.96,57.8,57.55,57.55,57.55,58.3,59.11,34.73,57.88,57.96,57.91,57.95,62.9,82.2,82.2,82.2,82.2,82.2,82.2,82.2,82.2,82.2,58.3,58.3,57,67.24,59.11,57.96,34.73,34.73,56.17,56.17,57.88,57.99
2024-01-21T01:00+00:00,81661.63,63459.14,138999.21,55.15,55.15,55.15,55.15,55.15,55.15,55.15,55.15,58.2,34.64,55.15,55.15,55.15,55.15,56.81,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,55.15,55.15,55.15,67.55,58.2,55.15,34.64,34.64,38.57,38.57,55.15,55.15
2024-01-21T02:00+00:00,81774.44,62062.19,138009.96,50.89,50.89,50.89,50.89,50.89,50.89,50.89,50.89,57.57,34.4,50.89,50.89,50.89,50.89,46.64,69,69,69,69,69,69,69,69,69,50.89,50.89,50.89,72.57,57.57,50.89,34.4,34.4,34.4,34.4,50.89,50.89
2024-01-21T03:00+00:00,81756,61214.72,136486.38,51.37,48.61,53.72,51.55,48.51,48.51,48.51,59.33,57.5,34.28,48.91,53.72,52.69,53.62,41.11,70,70,70,70,70,70,70,70,70,59.33,59.33,48.31,70.51,57.5,53.72,34.28,34.28,34.28,34.28,52.19,54.33
2024-01-21T04:00+00:00,81889.9,61512.71,137471.18,55.01,47.69,61.2,55.47,47.45,47.45,47.45,76.09,57.5,34.61,48.51,61.2,58.43,60.94,31,69,69,69,69,69,69,69,69,69,76.09,76.09,46.94,76.09,57.5,61.2,34.61,34.61,34.61,34.61,57.16,62.83
2024-01-21T05:00+00:00,81728.91,62437.08,139357.53,54.29,45.87,61.44,54.78,45.53,45.53,45.53,78.44,57.5,34.3,46.81,61.44,58.17,61.11,31.13,73,73,73,73,73,73,73,73,73,78.44,78.44,45,78.44,57.5,61.44,34.3,34.3,34.3,34.3,56.76,63.25
2024-01-21T06:00+00:00,81387.2,63498.46,143426.69,60.05,48,64.65,75.06,43.96,43.96,43.96,64.13,59,34.98,48.52,64.65,62.82,65.18,38.85,90,90,90,90,90,90,90,90,90,64.13,64.13,42.17,78.52,59,64.65,34.98,34.98,34.98,34.98,62,66.22
2024-01-21T07:00+00:00,81360.13,63580.42,152939.82,63.12,53.45,66.25,74.72,51.36,51.36,51.36,65.21,60.1,34.83,54.23,66.25,65.03,66.77,41.81,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,65.21,65.21,51,79.18,60.1,66.25,34.83,34.83,34.83,34.83,64.48,67.52
2024-01-21T08:00+00:00,81323.64,63855.09,168660.87,58.76,61.11,59.01,61.94,54.36,54.36,54.36,56.8,59,35.58,59,59.01,59.01,59.09,41.4,89.34,89.34,89.34,89.34,89.34,89.34,89.34,89.34,89.34,56.8,56.8,60,79.24,59,59.01,35.58,35.58,35.58,35.58,59,59.04
2024-01-21T09:00+00:00,81365.17,61591.74,183413.92,54.64,65.23,54.65,58.81,46.06,46.06,46.06,50.45,58.64,36.88,58.64,54.65,54.91,54.69,51.2,61.26,74.2,61.26,74.2,61.26,74.2,61.26,61.26,61.26,50.45,50.45,59.09,79.06,58.64,54.65,36.88,36.88,36.88,36.88,55,54.45
2024-01-21T10:00+00:00,81364.32,59742.86,195879.76,53.07,61.13,50.98,54.25,48.67,48.67,48.67,50.78,56.8,37.8,56.8,50.98,52.91,52.91,62.9,50.98,70,50.98,70,50.98,70,50.98,50.98,50.98,50.78,50.78,56.24,78.37,56.8,50.98,37.8,37.8,37.8,37.8,53.13,52.64
2024-01-21T11:00+00:00,81391.39,59901.98,198276.14,46.95,66,46.25,46.95,38.48,38.48,38.48,43.99,56.36,37.31,56.36,46.25,46.95,46.25,66.03,46.25,69,46.25,69,46.25,69,46.25,46.25,46.25,43.99,43.99,59.9,78.35,56.36,46.25,37.31,37.31,37.31,37.31,47.16,45.87
2024-01-21T12:00+00:00,81281.16,59019.65,196172.71,46.6,51.7,47.03,52.77,37.69,37.69,37.69,42.52,47.42,36.78,47.42,47.03,47.07,47.17,69.52,47.03,65,47.03,65,47.03,65,47.03,47.03,47.03,42.52,42.52,52.74,78.39,47.42,47.03,36.78,36.78,36.78,36.78,47.07,47.04
2024-01-21T13:00+00:00,80859.33,58557.79,191924.12,54.35,55.84,55.83,61.5,44.3,44.3,44.3,53.4,52.67,37.04,52.67,61.49,55.38,56.07,72.38,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,53.4,53.4,55.84,78.38,52.67,55.83,37.04,37.04,37.04,37.04,55.18,56.28
2024-01-21T14:00+00:00,80962.56,61128.07,184183.31,64.74,53.12,88.38,77.38,49.04,49.04,49.04,73,53.75,37.53,53.75,88.38,68.26,72.07,70,88.38,88.38,88.38,88.38,88.38,88.38,88.38,88.38,88.38,73,73,57.21,78.31,53.75,71.04,37.53,37.53,37.53,37.53,67.1,72.07
2024-01-21T15:00+00:00,81167.05,63971.16,175304.74,78.68,54.79,95,108.78,49.83,49.83,49.83,77.59,56.89,37.41,56.89,95,86.86,97.76,76.35,95,95,95,95,95,95,95,95,95,77.59,77.59,55.53,78.07,56.89,95,37.41,37.41,48.63,48.63,83.52,90.22
2024-01-21T16:00+00:00,81417.08,68639.64,172673.12,81.98,64.04,98.81,109.21,56.65,56.65,56.65,74.36,64.89,35.92,64.89,98.81,89.94,102.03,76.32,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,74.36,74.36,68.79,78.39,64.89,98.81,35.92,35.92,55.29,55.29,86.49,91.34
2024-01-21T17:00+00:00,82356.42,73329.62,170075.37,86,81.42,101.87,107.68,61.45,61.45,61.45,78.13,83.98,35.53,77.19,101.87,93.35,104.91,100,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,78.13,78.13,82,78.36,83.98,101.87,35.53,35.53,59.97,59.97,90.22,94.2
2024-01-21T18:00+00:00,82900.68,73511.46,170377.55,82.16,86.58,98.69,100,58.64,58.64,58.64,74.79,93.52,34.96,78.7,98.69,89.79,101.77,102.72,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,74.79,74.79,64,78.36,93.52,98.69,34.96,34.96,56.95,56.95,86.44,88.9
2024-01-21T19:00+00:00,82911.38,72087.71,169733.84,78.67,82.51,94,100.31,51.5,51.5,51.5,61.15,95.62,34.67,73.91,94,86.01,97.04,84.15,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,61.15,61.15,60.2,77.79,95.62,94,34.67,34.67,35.06,35.06,82.91,84.69
2024-01-21T20:00+00:00,83416.58,69898.96,168179.78,64.09,56.26,77.65,76.86,52.46,52.46,52.46,45.04,94.52,34.55,56.44,77.65,66.55,70.03,82,102.41,102.41,102.41,102.41,102.41,102.41,102.41,102.41,102.41,45.04,45.04,57,72.44,94.52,68.95,34.55,34.55,34.55,34.55,65.61,67.24
2024-01-21T21:00+00:00,83258.65,67178.35,164256.63,63.84,69.78,75,73.65,50.39,50.39,50.39,40.01,76.83,34.83,63.75,75,64.94,65.64,75.78,97.75,97.75,97.75,97.75,97.75,97.75,97.75,97.75,97.75,40.01,40.01,54.26,64.41,76.83,65.13,34.83,34.83,34.83,34.83,64.79,65.64
2024-01-21T22:00+00:00,83340.16,63489.92,159256.26,58.68,65,60.46,74.07,39.46,39.46,29.03,29.03,59.2,29.03,57.39,60.46,59.99,60.62,49.11,95,95,95,95,95,95,95,95,95,29.03,29.03,53.27,56.63,59.2,60.46,29.03,29.03,29.03,29.03,59.85,60.41
2024-01-21T23:00+00:00,82881.98,61584.96,157081.58,51.35,40.66,51.63,59.63,36.66,36.66,27.3,33.02,47,27.3,40.66,51.63,51.16,52.34,35,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.4,33.02,33.02,44.08,45.89,47,51.63,27.3,27.3,27.3,27.3,50.97,52.5
2024-01-22T00:00+00:00,82006.74,59094.88,156227.05,53.08,34.75,54.01,62.24,22.24,22.24,22.24,32.56,41.8,22.24,33.09,54.01,52.83,55.65,19.9,82.2,82.2,82.2,82.2,82.2,82.2,82.2,82.2,82.2,32.56,32.56,49.99,36.49,46.79,54.01,22.24,22.24,22.24,22.24,52.28,57.5
2024-01-22T01:00+00:00,81018.79,58994.58,153200.75,53.07,29.55,50.77,57.95,18.62,18.62,18.62,32.1,35,18.62,28.34,50.77,50.05,52.31,15,77.9,77.9,77.9,77.9,77.9,77.9,77.9,77.9,77.9,32.1,32.1,45,32.1,44.76,50.77,18.62,18.62,18.62,18.62,49.8,52.84
2024-01-22T02:00+00:00,80456.02,59241.65,152929.88,45.73,15.28,44.2,59.38,5.04,5.04,5.04,32.05,25,5.04,15.08,44.2,42.98,45.73,3.21,77.9,77.9,77.9,77.9,77.9,77.9,77.9,77.9,77.9,32.05,32.05,27.92,32.05,40.8,44.2,5.04,5.04,5.04,5.04,42.65,45.14
2024-01-22T03:00+00:00,79402.92,60222.3,153008.51,53,12.04,49.31,66.51,5.06,5.06,5.06,33.06,28.1,5.06,13.34,49.31,48.21,51.19,0,82.49,82.49,82.49,82.49,82.49,82.49,82.49,82.49,82.49,33.06,33.06,18,33.06,40.8,49.31,5.06,5.06,5.06,5.06,47.99,50.03
2024-01-22T04:00+00:00,79403.5,65166.84,156194.71,73.07,22.2,95.68,80,20,20,20,49.16,40,20,25.31,95.68,70.23,68.66,0,95.68,95.68,95.68,95.68,95.68,95.68,95.68,95.68,95.68,49.16,49.16,20.5,49.16,40.1,95.68,20,20,20,20,67.63,65.3
2024-01-22T05:00+00:00,80880.45,76034.86,165222.4,83.96,45.32,106,119.86,40.5,40.5,40.5,78.43,49.01,26.05,49.01,106,94.5,101.86,8.63,106,106,106,106,106,106,106,106,106,78.43,78.43,42.27,78.43,49.01,106,26.05,26.05,26.05,26.05,91.2,108.4
2024-01-22T06:00+00:00,83052.83,85619.3,176469.99,90,67.3,114.5,140.98,60.47,60.47,60.47,80.52,75,33.2,69.99,114.5,113.46,114.43,45,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,80.52,80.52,68.5,80.52,75,114.5,33.2,33.2,33.2,33.2,114.5,117.12
2024-01-22T07:00+00:00,83765.65,89072.15,189561.34,88.92,90.1,122.01,102.4,66.48,66.48,66.48,82.52,92.69,33.08,85.22,122.01,113.64,113.64,76.06,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,82.52,82.52,130,82.52,92.69,122.01,33.08,33.08,33.08,33.08,113.3,121.15
2024-01-22T08:00+00:00,83658.67,87525.77,199788.24,82.25,86.66,109.32,101.04,57.58,57.58,57.58,82.64,86.66,32.87,86.66,109.32,113.39,114,82.78,114,114,114,114,114,114,114,114,114,82.64,82.64,89.6,82.64,86.66,109.32,32.87,32.87,32.87,32.87,114,101.04
2024-01-22T09:00+00:00,83403.49,84804.35,208931.45,78.95,74.3,81.76,81.95,61.55,61.55,61.55,82.44,71.08,31.69,71.08,81.77,80.5,81.76,85.47,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,82.44,82.44,74.34,82.44,71.08,81.76,31.69,31.69,31.69,31.69,80.11,81.95
2024-01-22T10:00+00:00,83255.26,82980.06,212878.6,76.6,61.08,78.27,79.63,60.6,60.6,60.6,77.18,61.99,30.87,61.99,78.27,77.43,78.86,86.51,97.73,97.73,97.73,97.73,97.73,97.73,97.73,97.73,97.73,77.18,77.18,60.6,79.47,61.99,78.27,30.87,30.87,30.87,30.87,77.14,78.86
2024-01-22T11:00+00:00,83504.22,78921.93,214343.96,61.99,57.24,67.66,61.9,56.92,56.92,56.92,79.75,57.67,30.6,57.67,67.66,65.55,67.51,85,94.5,94.5,94.5,94.5,94.5,94.5,94.5,94.5,94.5,79.75,79.75,57.01,79.75,57.67,67.66,30.6,30.6,30.6,30.6,64.7,69.18
2024-01-22T12:00+00:00,83635.08,79615.14,212441.43,81.94,57.15,83.15,81.94,56.72,56.72,56.72,81.51,58.48,29.29,58.48,83.15,82.12,83.96,70,95,95,95,95,95,95,95,95,95,81.51,81.51,56.52,81.51,58.48,83.15,29.29,29.29,29.29,29.29,81.94,83.65
2024-01-22T13:00+00:00,83592.54,81913.6,207036.55,78.95,59.41,90.42,95.96,58.23,58.23,58.23,81.94,59.87,28.58,61.06,90.42,84.3,86.02,66.98,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,81.94,81.94,58.55,81.94,59.87,90.42,28.58,28.58,28.58,28.58,83.09,86.34
2024-01-22T14:00+00:00,83650.41,86274.59,197981.73,82.9,61.39,113.41,95.81,59.73,59.73,59.73,83.68,59.99,30.32,62.99,113.41,90.34,88.37,70.15,113.41,113.41,113.41,113.41,113.41,113.41,113.41,113.41,113.41,83.68,83.68,60.47,83.68,59.99,113.41,30.32,30.32,30.32,30.32,87.43,87.23
2024-01-22T15:00+00:00,82656.28,90856.19,190766.05,85.08,64.73,122,90,59.99,59.99,59.99,87.53,66.07,31.62,66.07,122,105.18,122.3,71.1,122,122,122,122,122,122,122,122,122,87.53,87.53,67,87.53,66.07,122,31.62,31.62,31.62,31.62,99.1,121.08
2024-01-22T16:00+00:00,82054.67,96630.58,186451.1,85.03,80.36,131.8,91.62,70.94,61.85,61.85,85.91,79.09,32.85,79.09,131.8,104.99,132.05,83.37,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,85.91,85.91,88.77,85.91,79.09,131.8,32.85,32.85,32.85,32.85,95.64,95.77
