Date (UTC),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (AT),Day Ahead Auction (BE),Day Ahead Auction (BG),Day Ahead Auction (CH),Day Ahead Auction (CZ),Day Ahead Auction (DE-LU),Day Ahead Auction (DK1),Day Ahead Auction (DK2),Day Ahead Auction (EE),Day Ahead Auction (ES),Day Ahead Auction (FI),Day Ahead Auction (FR),Day Ahead Auction (GR),Day Ahead Auction (HR),Day Ahead Auction (HU),Day Ahead Auction (IE(SEM)),Day Ahead Auction (IT-Calabria),Day Ahead Auction (IT-Centre-North),Day Ahead Auction (IT-Centre-South),Day Ahead Auction (IT-North),Day Ahead Auction (IT-SACOAC),Day Ahead Auction (IT-SACODC),Day Ahead Auction (IT-Sardinia),Day Ahead Auction (IT-Sicily),Day Ahead Auction (IT-South),Day Ahead Auction (LT),Day Ahead Auction (LV),Day Ahead Auction (NL),Day Ahead Auction (NO1),Day Ahead Auction (NO2),Day Ahead Auction (NO2NSL),Day Ahead Auction (NO3),Day Ahead Auction (NO4),Day Ahead Auction (NO5),Day Ahead Auction (PL),Day Ahead Auction (PT),Day Ahead Auction (RO),Day Ahead Auction (RS),Day Ahead Auction (SE1),Day Ahead Auction (SE2),Day Ahead Auction (SE3),Day Ahead Auction (SE4),Day Ahead Auction (SI),Day Ahead Auction (SK)
,Power (MW),Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)"
2022-05-12T08:00+00:00,61071.78,99095.18,172434.97,162.81,164.7,202.8,209.11,144.04,144.04,138.74,51.76,132.11,204.22,132.11,204.22,205.07,212.99,202.8,,212.99,212.99,212.99,212.99,212.99,212.99,212.99,328.28,212.99,132.11,132.11,138.74,170.13,170.13,148.19,11.69,11.69,170.13,87.29,204.22,202.8,205.14,51.76,51.76,51.76,51.76,212.99,144.04
2022-05-12T09:00+00:00,60922.37,96369.5,180536.77,150.72,162.62,162.94,214.34,150.72,122.63,122.21,40.01,150.16,186.18,150.16,211.3,211.3,211.3,162.94,,211.3,211.3,211.3,211.3,211.3,211.3,211.3,328.28,211.3,150.16,150.16,121.32,143.68,143.68,135.89,10.57,10.57,143.68,79.39,186.18,162.94,200.41,40.01,40.01,40.01,40.01,211.3,150.72
2022-05-12T10:00+00:00,60743.38,93053.94,187046.94,130,143.37,162.93,192.36,130,98.46,98.46,32.38,124.2,175.01,124.2,198.05,198.05,198.05,162.93,,198.05,198.05,198.05,198.05,198.05,198.05,198.05,236.15,198.05,124.2,124.2,95.73,101.61,101.61,121.3,8.49,8.49,101.61,77.99,175.01,162.93,186.29,32.38,32.38,32.38,32.38,198.05,130
2022-05-12T11:00+00:00,60686,89196.59,192617.6,108.96,120.24,162.92,187.73,108.96,82.38,82.38,29.87,87.91,166.04,87.91,166.04,184.6,186.7,162.92,,186.7,186.7,186.7,186.7,186.7,186.7,186.7,236.15,186.7,87.91,87.91,80.08,85.02,85.02,115.14,8.33,8.33,85.02,74.95,166.04,162.92,183.68,29.87,29.87,29.87,29.87,186.7,108.96
2022-05-12T12:00+00:00,60491.95,90000.49,193467.44,110.24,119.02,162.95,192.6,110.24,82.3,82.3,28.65,86.54,164.99,86.54,166.75,187.92,192.7,162.95,,192.7,192.7,192.7,192.7,192.7,192.7,192.7,236.15,192.7,86.54,86.54,78,84.94,84.94,113.86,7.85,7.85,84.94,73.57,164.99,162.95,191.6,28.65,28.65,28.65,28.65,192.7,110.24
2022-05-12T13:00+00:00,60470.04,92283.24,186490.75,118.92,91.18,209.58,188.43,118.92,98.74,94.16,28.04,90.5,163.98,90.5,163.98,209.58,185.51,209.58,,209.58,209.58,209.58,209.58,209.58,209.58,209.58,277,209.58,90.5,90.5,82.8,101.9,101.9,117.52,7.59,7.59,101.9,76.5,163.98,209.58,200.56,28.04,28.04,28.04,28.04,185.51,209.58
2022-05-12T14:00+00:00,60560.36,95196.35,177196.16,145.57,134.23,213.42,191.2,145.57,137.32,131.01,25.6,94.98,163.98,94.98,163.98,213.42,213.42,213.42,,213.42,213.42,213.42,213.42,213.42,213.42,213.42,328.28,213.42,94.98,94.98,131.01,156.34,156.34,137.01,7.53,7.53,156.34,91.58,163.98,213.42,207.03,25.6,25.6,25.6,25.6,213.42,213.42
2022-05-12T15:00+00:00,60704.73,100989.54,163668.73,184.63,180.35,223,194.6,184.63,183.91,181.51,29.18,94.61,165.68,94.61,187.26,223,220.1,223,,223,223,223,223,223,223,223,340.49,223,94.61,94.61,181.51,164.2,164.2,150.52,7.47,7.47,164.2,94.61,165.68,223,217.69,29.18,29.18,29.18,29.18,220.1,184.63
2022-05-12T16:00+00:00,60674.01,109452.28,146747.95,217.9,192.67,234.16,217.05,217.9,213.69,170.05,29.48,110.4,186.18,110.4,233.63,234.16,234.16,234.16,,234.16,234.16,234.16,234.16,234.16,234.16,234.16,429.2,234.16,110.4,110.4,200,170.05,170.05,172.43,7.27,7.27,170.05,110.4,186.18,234.16,232.51,29.48,29.48,29.48,29.48,234.16,217.9
2022-05-12T17:00+00:00,60673.82,116164.69,134680.9,233.82,231.9,272.62,235.67,233.5,233.5,145.31,86.03,142.34,200.01,142.34,235.01,272.62,272.62,272.62,,272.62,272.62,272.62,272.62,272.62,272.62,272.62,429.2,272.62,142.34,142.34,232.47,175.86,175.86,176.09,7.25,7.25,175.86,142.34,200.01,272.62,272.63,29.74,29.74,86.03,86.03,272.62,233.5
2022-05-12T18:00+00:00,60730.08,117688.22,128032.24,241.77,241.77,333.52,239.05,241.77,241.77,202.6,202.6,165.04,212.97,165.04,241.77,324.94,301.09,333.52,,305,305,305,305,305,305,305,429.2,305,165.04,165.04,241.77,178.6,178.6,179.42,7.36,7.36,178.6,178.98,212.97,333.52,304.54,28.89,28.89,165.04,165.04,301.09,241.77
2022-05-12T19:00+00:00,60743.05,117476.15,122729.58,233.17,233.17,269.84,233.97,233.17,233.17,200.53,200.53,165.02,227.49,165.02,233.17,269.84,255,269.84,,255,255,255,255,255,255,255,429.2,255,165.02,165.02,233.17,182.29,182.29,180.01,7.45,7.45,182.29,161.57,227.49,269.84,259.01,26.31,26.31,165.02,165.02,255,233.17
2022-05-12T20:00+00:00,60796.95,115263.26,115161.67,224.32,224.32,273.11,226.87,224.32,224.32,187.52,187.52,119.67,224.32,119.67,224.32,273.11,228.1,273.11,,230.65,230.65,230.65,230.65,230.65,230.65,230.65,429.2,230.65,119.67,119.67,224.32,182.08,182.08,179.06,7.71,7.71,182.08,162.71,224.32,273.11,236.71,22.73,22.73,119.67,119.67,228.1,224.32
2022-05-12T21:00+00:00,60811.91,109568.36,107341.17,207,197.42,232.06,220.9,205.56,205.56,185.49,185.49,40.04,212.97,40.04,212.97,232.06,220.1,232.06,,221,221,221,221,221,221,221,328.28,221,40.04,40.04,200.34,180.11,180.11,178.32,7.82,7.82,180.11,154.01,212.97,232.06,221.84,14.87,14.87,14.87,14.87,220.1,205.56
2022-05-12T22:00+00:00,60453.53,103259.99,101579.37,210,210,210,216.38,210,210,182.65,182.65,65.49,210,65.49,210,250.56,225.1,210,,232.09,232.09,232.09,232.09,232.09,232.09,232.09,328.28,232.09,65.49,65.49,210,177.35,177.35,171.56,10.32,10.32,177.35,154.71,210,210,225.97,13.84,13.84,13.84,13.84,225.1,210
2022-05-12T23:00+00:00,60176.72,97096.34,97398.2,202.71,202.71,202.71,206.73,202.71,202.71,181.69,181.69,50.1,202.71,50.1,202.71,232.28,220.27,202.71,,220.27,220.27,220.27,220.27,220.27,220.27,220.27,328.28,220.27,50.1,50.1,202.71,176.42,176.42,170.33,11.11,11.11,176.42,138.48,202.71,202.71,211.24,15.08,15.08,15.08,15.08,220.27,202.71
2022-05-13T00:00+00:00,60269.92,94592.31,94268.9,189,189,185.51,196.19,189,189,180.42,180.42,50.08,189,50.08,189,230.44,217.73,189,,217.73,217.73,217.73,217.73,217.73,217.73,217.73,328.28,217.73,50.08,50.08,189,175.19,175.19,169.44,11.52,11.52,175.19,133.06,189,185.51,191.25,22.65,22.65,22.65,22.65,217.73,189
2022-05-13T01:00+00:00,60256.66,93790.52,93306.24,174.74,174.74,174.74,185.84,174.74,174.74,174.38,174.38,50.09,177.01,50.09,174.74,230.44,217.15,174.74,,217.52,217.52,217.52,217.52,217.52,217.52,217.52,328.28,217.52,50.09,50.09,174.74,169.33,169.33,169,11.56,11.56,169.33,132.71,177.01,174.74,190.85,28.18,28.18,28.18,28.18,217.15,174.74
2022-05-13T02:00+00:00,60639.32,93990.54,94274.97,176.26,176.26,176.26,186.42,176.26,176.26,175.9,175.9,74.86,185,74.86,176.26,232.28,217.71,176.26,,217.71,217.71,217.71,217.71,217.71,217.71,217.71,328.28,217.71,74.86,74.86,176.26,170.8,170.8,168.03,11.64,11.64,170.8,132.2,185,176.26,200,30.04,30.04,30.04,30.04,217.71,176.26
2022-05-13T03:00+00:00,61231.33,95302.93,97547.79,203.2,203.2,203.2,201.92,203.2,203.2,178.27,178.27,133.26,203.2,133.26,203.2,252.33,220.1,203.2,,222.78,222.78,222.78,222.78,222.78,222.78,222.78,328.28,222.78,133.26,133.26,203.2,173.1,173.1,169.14,11.77,11.77,173.1,133.26,203.2,203.2,214.35,34.33,34.33,133.26,133.26,220.1,203.2
2022-05-13T04:00+00:00,61046.78,102458.25,109948.7,226.93,226.93,226.93,228.4,226.93,226.93,183.97,183.97,226.93,226.93,226.93,226.93,248.95,245.75,226.93,,245.75,245.75,245.75,245.75,245.75,245.75,245.75,328.28,245.75,226.93,226.93,226.93,178.64,178.64,172.01,12.51,12.51,178.64,153.56,226.93,226.93,244.88,63.88,63.88,178.64,183.97,245.75,226.93
2022-05-13T05:00+00:00,60808.82,107287.35,127451.45,242.74,242.74,255.65,235.39,242.74,242.74,186.9,186.9,242.74,242.74,242.74,242.74,292.34,292.34,255.65,,292.34,292.34,292.34,292.34,292.34,292.34,292.34,355,292.34,242.74,242.74,242.74,181.48,181.48,181.7,13.01,13.01,181.48,148.2,233.66,255.65,271.36,140.17,140.17,181.48,186.9,292.34,242.74
2022-05-13T06:00+00:00,60795.83,109903.09,142154.59,242.29,242.29,242.29,230.27,242.29,242.29,228.29,228.29,242.29,238,242.29,242.29,287,287,242.29,,287,287,287,287,287,287,287,355,287,242.29,242.29,242.29,181.89,181.89,189.01,13.09,13.09,181.89,137.33,238,242.29,279.07,152.42,152.42,181.89,228.29,287,242.29
2022-05-13T07:00+00:00,60772.45,108809.74,155036.79,225.1,225.1,225.1,216.18,225.1,225.1,225.1,225.1,225.02,225.1,225.02,225.1,255,225.1,225.1,,255,255,255,255,255,255,255,340.49,255,225.02,225.02,225.1,180.01,180.01,181.92,13.1,13.1,180.01,123.81,225.1,225.1,243.05,155.55,155.55,180.01,219.7,225.1,225.1
2022-05-13T08:00+00:00,60794.59,104027.04,169114.49,188,172.8,188,211.05,188,180.04,168.78,168.78,168.78,207.46,168.78,207.46,245.75,188,188,,245.75,245.75,245.75,245.75,245.75,245.75,245.75,328.28,245.75,168.78,168.78,169.9,170.07,170.07,166.13,13.09,13.09,170.07,117.41,207.46,188,211.89,149.9,149.9,168.78,168.78,188,188
2022-05-13T09:00+00:00,61153.96,98417.9,179479.44,160.11,106.62,160.11,212.62,150.73,122.95,120,120,120,201.1,120,201.1,241.28,160.11,160.11,,241.28,241.28,241.28,241.28,241.28,241.28,241.28,258.01,241.28,120,120,99.51,160.65,160.65,124.31,13.06,13.06,160.65,120,201.1,160.11,186.12,120,120,120,120,160.11,150.73
2022-05-13T10:00+00:00,61149.19,93785.47,183904.1,160.11,128.89,160.11,209.9,160.11,89.81,89.81,89.81,106.66,195.18,106.66,195.18,225.88,160.11,160.11,,225.88,225.88,225.88,225.88,225.88,225.88,225.88,258.01,225.88,106.66,106.66,89.81,144.16,144.16,104.11,13.07,13.07,144.16,106.66,195.18,160.11,186.38,89.81,89.81,89.81,89.81,160.11,160.11
2022-05-13T11:00+00:00,61147.2,93160.54,188125.34,160.09,68.5,160.09,203.21,160.09,60.5,60.5,60.5,102.61,187.55,102.61,190.58,225,225,160.09,,225,225,225,225,225,225,225,258.01,225,102.61,102.61,36.59,62.44,62.44,80,13.07,13.07,62.44,102.61,187.55,160.09,172.79,60.5,60.5,60.5,60.5,225,160.09
2022-05-13T12:00+00:00,60956.52,91542.15,187662.19,160.11,44.58,160.11,190.67,160.11,25.66,25.66,25.66,99.63,167,99.63,187.46,232.28,225,160.11,,234.99,234.99,234.99,234.99,234.99,234.99,234.99,258.01,234.99,99.63,99.63,0.12,26.48,26.48,70.49,13.08,13.08,26.48,99.63,167,160.11,169.94,25.66,25.66,25.66,25.66,225,160.11
2022-05-13T13:00+00:00,60836.07,90923.64,186343.82,160.84,0.79,160.84,184.89,160.84,29.8,29.8,29.8,93.48,165.5,93.48,165.5,242.02,228,160.84,,242.02,242.02,242.02,242.02,242.02,242.02,242.02,258.01,242.02,93.48,93.48,-3.04,30.75,30.75,72.64,13.01,13.01,30.75,93.48,165.5,160.84,170.84,29.8,29.8,29.8,29.8,228,160.84
2022-05-13T14:00+00:00,60848.97,92910.55,180112.84,160.11,27.29,160.11,181.42,160.11,49.1,49.1,49.1,99.04,166,99.04,166,248.8,228,160.11,,248.8,248.8,248.8,248.8,248.8,248.8,248.8,327.69,248.8,99.04,99.04,26.86,50.67,50.67,94.89,12.75,12.75,50.67,99.04,166,160.11,205.93,49.1,49.1,49.1,49.1,228,160.11
2022-05-13T15:00+00:00,60866.74,97252.11,168660.82,140.01,72.91,175.41,190.54,140.01,113.7,111.48,77.6,117.36,164.99,117.36,164.99,253.22,215.48,175.41,,253.22,253.22,253.22,253.22,253.22,253.22,253.22,328.28,253.22,117.36,117.36,74,123.93,123.93,123,12.58,12.58,123.93,117.36,164.99,175.41,185.41,77.6,77.6,77.6,77.6,215.48,140.01
2022-05-13T16:00+00:00,60715.53,101422.29,155215.59,189.99,181.36,189.99,210.51,189.99,188.59,146.38,131.1,133.3,195.18,133.3,195.18,253.22,228.1,189.99,,253.22,253.22,253.22,253.22,253.22,253.22,253.22,334.5,253.22,133.3,133.3,183.86,149.98,149.98,152.28,12.1,12.1,149.98,133.3,195.18,189.99,221.4,79.96,79.96,131.1,131.1,228.1,189.99
2022-05-13T17:00+00:00,60731.29,103972.25,142365.74,220.92,220,220.92,223.91,220.77,220.77,158.92,79.91,220.36,220,220.36,221.47,285,228.1,220.92,,285,285,285,285,285,285,285,340.49,285,220.36,220.36,220.26,155.32,155.32,162,12.54,12.54,155.32,153.03,220,220.92,253.35,79.91,79.91,79.91,79.91,228.1,220.77
2022-05-13T18:00+00:00,60752.14,104991.92,130058.49,231.09,231.09,232.72,228.54,231.09,231.09,151.97,51.04,130.06,227.22,118.5,231.09,312,305.46,232.72,,312,312,312,312,312,312,312,355,312,130.06,130.06,231.09,156.51,156.51,161.16,12.53,12.53,156.51,194.84,227.22,232.72,286.53,51.04,51.04,51.04,51.04,305.46,231.09
2022-05-13T19:00+00:00,60675.07,104167.89,125228.64,229,229,229,226.04,229,229,149.62,42.09,130.05,229,115.77,229,285,229,229,,285,285,285,285,285,285,285,340.49,285,130.05,130.05,229,154.09,154.09,156.96,11.75,11.75,154.09,156.62,229,229,257.24,42.09,42.09,42.09,42.09,229,229
2022-05-13T20:00+00:00,60053.67,101082.81,119540.23,221.01,216.84,221.01,217.29,220.36,220.36,145.73,30.19,130.03,223.95,74.94,223.95,255.38,225.1,221.01,,255.38,255.38,255.38,255.38,255.38,255.38,255.38,339,255.38,130.03,130.03,217.7,150.08,150.08,156.97,11.55,11.55,150.08,161.88,223.95,221.01,237.09,30.19,30.19,30.19,30.19,225.1,220.36
2022-05-13T21:00+00:00,59746.44,97284.65,115601.54,201.35,183.94,201.35,210.67,196.57,196.57,142.45,24.6,54.1,221.95,54.1,221.95,245.75,220,201.35,,245.75,245.75,245.75,245.75,245.75,245.75,245.75,328.28,245.75,54.1,54.1,190.17,146.71,146.71,156.19,10.03,10.03,146.71,153.22,221.95,201.35,205.95,24.6,24.6,24.6,24.6,220,196.57
2022-05-13T22:00+00:00,59740.26,90014.62,109461.06,184.38,171.39,184.38,189.52,181,181,144.01,18.21,90.03,219.74,90.03,202.93,240.63,184.38,184.38,,240.63,240.63,240.63,240.63,240.63,240.63,240.63,328.28,240.63,90.03,90.03,191.7,148.31,148.31,137.07,10.67,10.67,148.31,158.45,219.74,184.38,186.92,18.21,18.21,18.21,18.21,184.38,181
2022-05-13T23:00+00:00,59587.53,84015.32,107185.16,163.03,160.01,163.03,190.3,158.66,158.66,143.67,11.76,71.87,219.42,71.87,182.69,235.01,163.03,163.03,,235.01,235.01,235.01,235.01,235.01,235.01,235.01,328.28,235.01,71.87,71.87,194.4,147.96,147.96,131.66,9.07,9.07,147.96,142.28,219.42,163.03,176.61,11.76,11.76,11.76,11.76,163.03,158.66
2022-05-14T00:00+00:00,59360.77,80995.26,102458.76,156.34,151.96,156.34,188.34,150.01,150.01,145.36,10.64,65.28,211.55,65.28,185.04,221.21,156.34,156.34,,221.21,221.21,221.21,221.21,221.21,221.21,221.21,224.33,221.21,65.28,65.28,195.22,145.36,145.36,116.85,7.48,7.48,145.36,134.9,211.55,156.34,167.82,10.64,10.64,10.64,10.64,156.34,150.01
2022-05-14T01:00+00:00,58888.78,79889.19,100736.02,144.13,146.48,155.58,182.96,133.9,133.9,129.75,11.02,67.79,214.92,67.79,196.48,213.43,144.13,155.58,,213.43,213.43,213.43,213.43,213.43,213.43,213.43,224.33,213.43,67.79,67.79,249.91,129.75,129.75,115.18,7.27,7.27,129.75,132.94,214.92,155.58,160.63,11.02,11.02,11.02,11.02,144.13,133.9
2022-05-14T02:00+00:00,58507.26,79999.12,99803.97,156.1,166.88,162.9,179.56,155.18,155.18,150.37,10.45,77.29,202,77.29,166.88,213.43,156.1,162.9,,213.43,213.43,213.43,213.43,213.43,213.43,213.43,224.33,213.43,77.29,77.29,194.4,150.37,150.37,126.07,7.13,7.13,150.37,127.25,202,162.9,158.55,10.45,10.45,10.45,10.45,156.1,155.18
2022-05-14T03:00+00:00,58604.46,79331.72,99790.42,170.47,177.78,170.47,182.28,168.99,168.99,153.85,8.48,117.33,196,117.33,177.71,212.31,170.47,170.47,,212.31,212.31,212.31,212.31,212.31,212.31,212.31,224.33,212.31,117.33,117.33,199.9,153.85,153.85,126.48,7.02,7.02,153.85,117.33,196,170.47,168.24,8.48,8.48,8.48,8.48,170.47,168.99
2022-05-14T04:00+00:00,58537.24,80670.06,102149.3,184.07,184.07,184.07,185.89,184.07,184.07,161.43,7.85,124.22,202.01,124.22,184.07,225,184.07,184.07,,215.37,215.37,215.37,215.37,215.37,215.37,215.37,235,215.37,124.22,124.22,184.07,161.43,161.43,136.74,7.03,7.03,161.43,124.22,202.01,184.07,179.03,7.85,7.85,7.85,7.85,184.07,184.07
2022-05-14T05:00+00:00,58463.14,82484.03,111853.02,194.3,194.3,194.3,192.34,194.3,194.3,166.44,10.13,127.21,194.3,127.21,194.3,220.82,194.3,194.3,,220.82,220.82,220.82,220.82,220.82,220.82,220.82,328.28,220.82,127.21,127.21,194.3,166.44,166.44,147.95,7.21,7.21,166.44,127.21,194.3,194.3,184.23,10.13,10.13,10.13,10.13,194.3,194.3
2022-05-14T06:00+00:00,58322.07,82061.92,127594.22,184.94,184.94,184.94,190.02,184.94,184.94,182.4,10.35,130.73,184.94,130.73,184.94,220.02,184.94,184.94,,220.02,220.02,220.02,220.02,220.02,220.02,220.02,328.28,220.02,130.73,130.73,184.94,166.42,166.42,142.08,7.27,7.27,166.42,130.73,184.94,184.94,178.75,9.87,9.87,9.87,9.87,184.94,184.94
2022-05-14T07:00+00:00,57990.35,81002,146921.87,160,160,160,178.53,160,160,160,10.06,124.08,164.99,124.08,160,212.31,160,160,,212.31,212.31,212.31,212.31,212.31,212.31,212.31,328.28,212.31,124.08,124.08,160,165.34,165.34,146.49,10.06,10.06,165.34,124.08,164.99,160,159.01,10.06,10.06,10.06,10.06,160,160
2022-05-14T08:00+00:00,57623.1,77007.57,162834.75,126.45,122.84,126.45,171.7,124.05,124.05,119.94,8.92,117.78,161.6,117.78,146.88,212.31,126.45,126.45,,212.31,212.31,212.31,212.31,212.31,212.31,212.31,328.28,212.31,117.78,117.78,119.94,130.58,130.58,129.99,8.92,8.92,130.58,117.78,161.6,126.45,154.45,8.92,8.92,8.92,8.92,126.45,124.05
2022-05-14T09:00+00:00,57617.45,73360.33,174718.81,98.46,84.78,98.46,161.04,98.46,89.46,76.24,9.71,104.41,160.77,104.41,160.77,221.21,98.46,98.46,,187.87,187.87,187.87,187.87,187.87,187.87,187.87,239.33,187.87,104.41,104.41,76.24,92.32,92.32,102.18,9.71,9.71,92.32,98.46,160.77,98.46,137.6,9.71,9.71,9.71,9.71,98.46,98.46
2022-05-14T10:00+00:00,57233.76,70952.41,182381.64,99.99,70.85,99.99,154.66,99.99,76.46,76.46,9.76,112.89,159.83,112.89,159.83,222,99.99,99.99,,159.83,159.83,159.83,159.83,159.83,159.83,159.83,239.33,159.83,112.89,112.89,60.01,78.9,78.9,74.84,9.76,9.76,78.9,99.99,159.83,99.99,122.2,9.76,9.76,9.76,9.76,99.99,99.99
2022-05-14T11:00+00:00,56742.34,68092.37,183008.28,97.42,1.88,97.42,133.78,97.42,20.11,20.11,7.28,106.28,143.72,106.28,142.07,221.21,97.42,97.42,,142.07,142.07,142.07,142.07,142.07,142.07,142.07,239.33,142.07,106.28,106.28,-6.41,20.75,20.75,58.01,7.28,7.28,20.75,97.42,143.72,97.42,113.68,7.28,7.28,7.28,7.28,97.42,97.42
2022-05-14T12:00+00:00,56142.54,66724.02,178330.56,94.99,44.43,94.99,132.53,93.12,6.28,6.28,6.13,93.75,138.5,93.75,138.5,222,94.99,94.99,,138.5,138.5,138.5,138.5,138.5,138.5,138.5,239.33,138.5,93.75,93.75,2.24,6.48,6.48,53.76,6.13,6.13,6.48,93.12,138.5,94.99,110.48,6.13,6.13,6.13,6.13,94.99,93.12
2022-05-14T13:00+00:00,55712.64,68707.82,171966.8,111.9,68.98,111.9,126.1,96.36,55.98,45.58,6.13,96.36,136.59,96.36,136.59,222,111.9,111.9,,136.59,136.59,136.59,136.59,136.59,136.59,136.59,239.33,136.59,96.36,96.36,49.05,75.81,75.81,54.67,6.13,6.13,75.81,96.36,136.59,111.9,124.7,6.13,6.13,6.13,6.13,111.9,96.36
2022-05-14T14:00+00:00,55420.61,71602.65,162577.18,139.97,80.13,139.97,152.25,97.23,89.4,72.89,6.54,103.36,147.92,103.36,147.92,221.07,139.97,139.97,,174,174,174,174,174,174,174,239.33,174,103.36,103.36,72.89,143.89,143.89,75.94,6.54,6.54,143.89,97.23,147.92,139.97,148.11,6.54,6.54,6.54,6.54,139.97,97.23
2022-05-14T15:00+00:00,55856.51,74926.98,151769.95,162.02,162.02,162.02,174.4,162.02,162.02,162.02,10.36,107.22,162.02,107.22,162.02,220.13,162.02,162.02,,215.37,215.37,215.37,215.37,215.37,215.37,215.37,320.69,215.37,107.22,107.22,162.02,162.91,162.91,148.79,7.09,7.09,162.91,107.22,162.02,162.02,162.71,7.09,7.09,7.09,7.09,162.02,162.02
2022-05-14T16:00+00:00,56887.46,84517.08,137211.15,206.38,206.38,226.35,200.74,206.38,206.38,206.38,185.1,128.64,206.38,128.64,206.38,226.35,206.38,226.35,,226.35,226.35,226.35,226.35,226.35,226.35,226.35,328.28,226.35,128.64,128.64,206.38,169.02,169.02,172.84,7.5,7.5,169.02,128.64,206.38,226.35,202.11,7.5,7.5,7.5,7.5,206.38,206.38
2022-05-14T17:00+00:00,57289.3,91583.6,122543.65,225,225,252.45,225.43,225,225,225,225,159.36,225,159.36,225,252.45,225,252.45,,252.45,250.44,252.45,250.44,252.45,252.45,252.45,375,252.45,159.36,159.36,225,175.56,175.56,187.39,7.99,7.99,175.56,159.36,225,252.45,228.63,12.19,12.19,12.19,12.19,225,225
2022-05-14T18:00+00:00,57421.71,93511.44,111942.91,240.04,240.04,293.6,232.22,240.04,240.04,240.04,240.04,178.78,240.04,178.78,240.04,292.73,240.04,293.6,,292.73,292.73,292.73,292.73,292.73,292.73,292.73,375,292.73,178.78,178.78,240.04,178.8,178.8,190.87,7.64,7.64,178.8,178.78,240.04,293.6,261.38,13.27,13.27,88.04,88.04,240.04,240.04
2022-05-14T19:00+00:00,57582.11,94034.61,109383.95,241.87,241.87,284.24,230.17,241.87,241.87,241.87,241.87,166.26,241.87,166.26,241.87,284.24,241.87,284.24,,284.24,284.24,284.24,284.24,284.24,284.24,284.24,375,284.24,166.26,166.26,241.87,179.95,179.95,191.52,7.49,7.49,179.95,185.71,241.87,284.24,247.6,12.19,12.19,12.19,12.19,241.87,241.87
2022-05-14T20:00+00:00,57672.54,92595.04,106666.39,239,239,245.06,222.54,239,239,239,239,103.05,239,103.05,239,245.06,239,245.06,,245.06,240.03,245.06,240.03,245.06,245.06,245.06,375,245.06,103.05,103.05,239,179.68,179.68,191.77,7.5,7.5,179.68,169.18,239,245.06,225.08,7.5,7.5,7.5,7.5,239,239
2022-05-14T21:00+00:00,57788.91,89343.97,102593.45,224.15,224.15,224.15,213.27,224.15,224.15,224.15,224.15,61.51,224.15,61.51,224.15,224.15,224.15,224.15,,224.15,224.15,224.15,224.15,224.15,224.15,224.15,328.28,224.15,61.51,61.51,224.15,179.05,179.05,190.93,6.78,6.78,179.05,140.58,224.15,224.15,208.69,6.78,6.78,6.78,6.78,224.15,224.15
2022-05-14T22:00+00:00,57464.76,81168.06,99847.48,214.91,214.91,214.91,195.74,214.91,214.91,214.91,214.91,111.32,214.91,94.7,214.91,221.18,214.91,214.91,,221.18,221.18,221.18,221.18,221.18,221.18,221.18,328.28,221.18,111.32,111.32,214.91,180.87,180.87,184.9,7.14,7.14,180.87,126.22,214.91,214.91,193.93,7.14,7.14,7.14,7.14,214.91,214.91
